,Strain,Type,Rating,Effects,Flavor,Description
129,Arjans-Ultra-Haze-1,sativa,4.8,"Euphoric,Focused,Energetic,Relaxed,Creative","Minty,Earthy,Mint","Arjan’s Ultra Haze #1 is a Dutch sativa bred by Green House Seeds, who combined Neville’s Haze with landrace strains from Cambodia and Laos. With mellow effects that stay cerebrally centered, this strain is perfect for those seeking introspective, meditative moments or a light, active buzz. Four Cannabis Cup placements have won Arjan’s Ultra Haze #1 a sterling reputation, but growers will have to wait with agonizing patience for its buds to finish their 13 weeks of flowering."
132,Ash,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Pungent,Skunk,Spicy/Herbal","Ash is an indica-dominant hybrid cross between Afghan Haze and Afghan Skunk bred by Mr. Nice Seeds. These buds offer a fruity, berry aroma and effects that run the gamut between relaxing indicas and stimulating sativas. This strain's name, sometimes spelled A.S.H., is an acronym denoting its Afghani, Skunk, and Haze lineage. "
135,Astroboy,sativa,4.5,"Relaxed,Energetic,Happy,Creative,Focused","Sweet,Citrus,Grapefruit","Astroboy is an energetic, sativa-dominant hybrid cannabis strain that combines Apollo 13 genetics with a cross of Ortega and Cinderella 99 bred by TGA Subcool Seeds. A mix of sweet and sour fruit flavors, like citrus and cherry, lead the way towards a heady buzz that is fast-acting and uplifting. The cerebral energy sparked by Astroboy is a great choice to keep you happy and active throughout a busy day. The watermelon phenotype of Astroboy is known to be an exceptional expression of the strain and is often desired as an influence for other breeding projects."
136,Athabasca,indica,4.6,"Talkative,Uplifted,Happy,Relaxed,Giggly","Earthy,Ammonia,Diesel","Athabasca is a variety of the strain Pennywise grown by Canadian LP Aphria. Genetics from Harlequin and Jack the Ripper come together to create a sweet woody aroma that is highlighted by sharp peppery undertones. With a 1:1 ratio of CBD to THC the psychoactive effects are mild yet relaxing, making Athabasca an effective treatment for arthritis, PTSD, and epilepsy."
137,Atmosphere,hybrid,4.8,"Uplifted,Euphoric,Relaxed,Happy,Tingly","Flowery,Sweet,Citrus","Atmosphere is a balanced hybrid cross between two predominant strains: White Widow and OG Kush. Its frosty, resinous buds offer a piney aroma with citrus undertones. Effects are largely cerebral, inducing euphoria and creativity at onset and settling into physical relaxation."
138,Atomic,hybrid,4.5,"Happy,Relaxed,Talkative,Creative,Euphoric",Earthy,"Atomic by Bomb Seeds is a deep blend of potent genetics. OG Kush was crossed with Chemdawg, which was then crossed with THC Bomb to create Atomic. This blend of THC-dominant genetics lends Atomic potency that isn’t meant for everyone. Be warned that this intense high hits with a rush to the head and settles into a long-lasting body stone that evaporates stress and worries. Atomic has a fair yield and a Kushy flavor that is thick with gas and forest aromas. Enjoy Atomic after you clear your schedule as its effects may change your plans. "
139,Atomic-Goat,hybrid,4.8,"Relaxed,Uplifted,Giggly,Tingly,Happy","Spicy/Herbal,Nutty,Sage","Atomic Goat is a Seattle-born staple that came about in 2010 when a Chernobyl male pollinated a Golden Goat clone. This hybrid offspring inherits a sweet herbal aroma likened to that of sage as well as a heavy coat of crystal trichomes that often push Atomic Goat past the 20% THC mark. Although Atomic Goat induces deep relaxation of the mind and body, it allows enough energy to shine through to justify its daytime use."
146,Avi-Dekel,hybrid,4.5,"Relaxed,Uplifted,Happy,Focused,Energetic","Earthy,Flowery,Sweet","Avi-Dekel is a sativa-dominant strain developed by Tikun Olam to contain high levels of CBD and almost no THC. Its CBD content, reaching as high as 15.8 percent, is intended to treat inflammation as well as sleep and digestive disorders. Avi-Dekel is ideal for patients seeking relief without the psychoactive effects of THC."
150,B-Witched,hybrid,5.0,"Euphoric,Relaxed,Happy,Hungry,Sleepy","Earthy,Sweet,Citrus","B-Witched by Ocean Grown Seeds is a magical cross of arcane genetics. By combining OGS Wizard’s Potion and the famous Witches Weed, a frosted herbaceous phantasm is brought to life, exhibiting notes of grape, forest floor, and grapefruit. Its terpene profile has also been described as “cupcake-ish.” The effects of B-Witched are enthralling, muting stress, anxiety, and nausea with ease. "
151,B-Witched,hybrid,5.0,"Euphoric,Relaxed,Happy,Hungry,Sleepy","Earthy,Sweet,Citrus","B-Witched by Ocean Grown Seeds is a magical cross of arcane genetics. By combining OGS Wizard’s Potion and the famous Witches Weed, a frosted herbaceous phantasm is brought to life, exhibiting notes of grape, forest floor, and grapefruit. Its terpene profile has also been described as “cupcake-ish.” The effects of B-Witched are enthralling, muting stress, anxiety, and nausea with ease. "
153,B4,hybrid,4.5,"Happy,Uplifted,Euphoric,Focused,Relaxed","Spicy/Herbal,Berry,Skunk","B4, bred by MTG Seeds, is a hybrid cannabis strain that descends from Blue Dream and Chemdawg 4. Blissful, lightweight euphoria helps incite happiness and laughter, making this strain a perfect choice for stress and anxiety relief. Green-blue hues peek out from under a silvery coat of crystal trichomes, and its dense bud structure is telling of its OG Kush ancestry. "
154,Bc-Big-Bud,hybrid,4.5,"Relaxed,Euphoric,Happy,Creative,Sleepy","Earthy,Pungent,Tropical","A cousin to the indica-dominant Big Bud cannabis strain from Amsterdam, BC Big Bud is a mostly sativa hybrid with potent cerebral effects. This fruity, citrus-smelling strain hailing from British Columbia delivers a balanced combination of indica and sativa sensations as well as relief to pain and nausea. As its name suggests, BC Big Bud plants produce colossal harvests after its 8 to 9 week flowering period that have both growers and consumers swooning."
155,Bc-Roadkill,hybrid,4.5,"Euphoric,Uplifted,Happy,Giggly,Relaxed","Skunk,Earthy,Woody","BC Roadkill is another strain that British Columbia is proud to call their own. This top-shelf strain is rumored to be one of the stinkiest out there (though not in the same way that roadkill is). Growers love this strain for its consistent above average yields and 8 week flowering time. The flowers will be large and purple-blue with red hairs, and they typically reek of skunk and citrus. Its musky aroma is due to its BC Roadkill Skunk parent, which was bred with Deep Chunk to create this hybrid. Consumers also flock to scoop up this Roadkill for its strong buzz that is relaxing and trancey without being a complete knockout. Sleep may come easily, but so may euphoria and happy conversation, making this a daytime choice for many treating anxiety and stress."
157,Bcn-Diesel,hybrid,5.0,"Sleepy,Focused,Happy,Hungry",None,"BCN Diesel by Kannabia Seed Company is a pungent hybrid cross of familiar and potent genetics. Created by crossing NYC Diesel and Black Domina, this strain produces dense, bullet-shaped buds that stink of citrus and fuel. It achieves this bud structure and density through the addition of Black Domina while the NYC Diesel contributes to the strain’s heady, energetic buzz. BCN Diesel has a snappy 8 week flower time, but has been known to benefit from an extra week for maximum yield and potency. "
159,Bsc,hybrid,4.5,"Relaxed,Happy,Hungry,Euphoric,Giggly","Earthy,Pungent,Sweet","BSC is a hybrid cannabis strain that follows in the footsteps of its Girl Scout Cookies parent, but named for the youthful scouting group's male equivalant. With potent effects that hug the mind and body in tranquil euphoria BSC introduces deep, heavy relaxation throughout the body, but not before making your head reel with calm and happy thoughts. The cerebral buzz tapers down into a foggy daze that helps you abandon worries and slide into a low-key afternoon or a restful night’s sleep. Putting your nose in a jar of BSC isn’t altogether unlike stealing a smell from the cookie jar in your kitchen as sweet, earthy aromas burst forth with subtle notes of woody pine."
160,Bad-Azz-Kush,hybrid,5.0,None,,"Bad Azz Kush by Barney’s Farm was created with the help of rapper Bad Azz of Dogg Pound Gangsta Crips. While the full story remains untold, Bad Azz contributed to this new Kush cut that brings traditional OG elements to the table while elevating yield and flavor. Bad Azz Kush is known to express hash and berry aromas with an earthy, spicy flavor on the palate. It is a cross of OG Kush, Purple Urkle, and Afghan Kush. This strain’s weighted physical effects and carefree euphoria make it a perfect end of the day smoke. "
164,Banana-Cream-Og,hybrid,4.8,"Relaxed,Creative,Tingly,Uplifted,Focused","Minty,Mint,Pine","Banana Cream OG is grown by Vagrant Hill Farms of Forest Grove, Oregon. This strain is a hybrid cross of Blue Dream, Banana OG, and Ocean Beach OG. It emits strong notes of orange and spearmint, and expresses tight lime green buds. Not much more is known about this strain other than its heavy, OG-forward effects that lay into the body and gain weight with continued consumption."
168,Banana-Peel,hybrid,4.7,"Relaxed,Euphoric,Uplifted,Happy,Sleepy","Spicy/Herbal,Tropical,Earthy","Banana Peel is a hybrid cannabis strain bred by Illuminati Seeds that descends from Banana OG (Laffy Taffy cut) and Pestilence, an Abusive OG and West Coast Dawg cross. Together, these parent strains bring both flavor and potency to the mix. With sweet flavors of banana taffy, Banana Peel delivers a crushing wave of euphoria that will have you hitting the couch like bricks. "
169,Bananas,hybrid,4.5,"Relaxed,Energetic,Happy,Uplifted,Focused","Tropical,Grape,Vanilla","Bananas from Leafs by Snoop is an indica-dominant hybrid strain offered in concentrate form. This shatter intends to capture sweet tropical flavors of fruit and banana, and offers energizing cerebral effects to fuel creativity. This strain is high in THC with a potency that’s said to stretch to 22%."
172,Bango,hybrid,4.7,"Uplifted,Creative,Energetic,Euphoric,Focused","Lime,Earthy,Pungent","Bango is a hybrid strain with a rich terpene profile and tropical flavors worth sharing. This hybrid is a combination of White Fire Alien OG and Mango Kush, exhibiting subtle hints of each on the nose and palate. With sweet, fruity flavors of mango, banana, and pine, and an aroma with sweet floral notes and citrus peel, Bango offers an enchanting bouquet that will linger in the air. Bango’s effects are equal parts cerebral and stimulating, and is certain to get you talking. This strain is preferred for mood elevation, appetite stimulation, and nullifying depression. "
174,Batgirl,hybrid,5.0,"Euphoric,Relaxed",None,"Batgirl is a sativa-dominant hybrid with beautiful effects. This Jack’s Cleaner and Blueberry cross brings out a unique and pleasant aroma of sweet berry and spicy chemicals. The strain’s hybrid effects express themselves as a heady euphoria that uplifts the mind while gently coating the body in calming haze. Weight can be felt on the eyelids as Batgirl circulates a warm, calming sensation through the body, making this strain ideal for consumers looking to shrug off stress and fatigue while improving mood."
176,Bay-11,sativa,4.5,"Happy,Relaxed,Uplifted,Energetic,Creative","Sweet,Earthy,Citrus","Bay 11, bred by Grand Daddy Purp, is a potent sativa strain with unspecified genetics. Its dense, pale buds are coated in amber resin with a sweet, fruity aroma that initiates immediate relaxation. A favorite strain for patients needing daytime relief, Bay 11 eases pain while boosting appetite. Bay 11 has a 67 day flowering period indoors, and outdoor gardens will be ready for harvest near the end of October."
178,Bear-Dance,hybrid,4.8,"Uplifted,Euphoric,Giggly,Happy,Energetic","Earthy,Minty,Sweet","Bear Dance is a sativa-dominant hybrid created by 303 Seeds. A cross between a Humboldt Snowcap mother (Humboldt Snow x Haze) and a Pure Kush x Uzbeki Hashplant father, this strain delivers a truly funky aroma and flavor that is dominated by lemon zest and herbal undertones. Bear Dance has a tendency to significantly stretch over its 9-11 week flowering period, so make sure you’ve got the canopy space. "
